P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7]
63_10,0,0,0,0,0,0,1,0,2,1,2,1,1,4,4,1,2,2,2,1,1,2,2,1,2,1,2,1,3,0,2,2,2,4,0,3,5,2,3,3,0,1,3,2,3,3,2,2,2,2,2,3,2,1,0
63_11,0,0,0,0,0,0,2,1,3,2,6,2,2,5,1,1,3,0,1,1,1,0,3,0,1,1,1,1,1,1,0,2,0,2,3,3,5,2,4,3,6,4,6,5,4,5,2,3,1,3,0,2,3,2,0
63_12,0,0,0,0,0,0,1,1,1,2,0,2,3,0,8,3,5,3,3,4,4,5,5,2,5,3,2,5,4,2,6,3,5,6,2,6,7,2,2,1,3,4,3,6,4,4,2,3,5,9,3,4,0,1,0
63_13,0,0,0,0,0,0,1,0,2,1,1,2,1,3,5,2,2,8,6,3,2,5,4,4,4,2,6,4,0,5,2,7,3,8,7,10,5,5,6,2,10,6,3,5,12,7,7,5,6,9,7,8,5,2,0
63_14,0,0,0,0,0,0,0,2,0,2,1,1,5,2,6,4,3,3,6,7,4,4,2,5,2,8,7,5,2,10,4,7,3,7,5,7,3,2,6,6,5,6,4,7,8,7,7,11,11,6,18,8,10,5,0
63_15,0,0,0,0,0,0,4,2,4,4,5,8,6,6,9,12,4,2,6,8,9,4,2,7,5,5,7,1,8,7,8,5,5,10,9,6,11,9,7,5,8,7,7,8,9,3,1,4,1,10,14,6,4,2,0
63_16,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,2,2,1,6,7,1,7,2,7,5,3,4,2,0
63_17,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,3,3,1,2,1,3,3,7,6,3,2,6,4,3,3,3,4,0,1,1,1,2,0,1,1,3,1,3,0,6,5,2,4,1,2,3,0
63_18,0,0,0,0,0,0,33,31,49,55,59,69,83,85,122,108,101,97,99,112,92,109,103,90,119,91,116,101,107,107,107,119,88,116,104,118,132,74,105,82,139,111,137,109,138,115,119,111,103,130,131,115,114,75,0
63_19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,0,1,0,0,2,0,1,1,2,1,1,2,2,5,1,3,1,2,2,2,2,0,3,2,2,3,0,2,3,0,2,3,0
63_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,5,0,3,1,6,1,4,5,3,5,3,0
63_24,0,0,0,0,0,0,23,27,43,51,52,58,79,79,112,96,91,84,92,104,86,102,96,83,111,78,112,90,95,104,103,109,77,101,99,98,110,58,83,66,109,84,115,99,128,97,107,98,96,119,111,101,98,71,0
63_25,0,0,0,0,0,0,6,2,3,6,6,12,5,7,8,13,6,10,10,9,11,11,9,10,10,14,9,13,15,10,9,10,13,17,9,23,23,19,25,19,27,30,22,9,19,22,12,18,7,11,17,12,18,9,0
63_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63_27,0,0,0,0,0,0,3,1,3,0,2,0,0,2,2,2,4,1,1,1,0,0,0,0,0,1,3,1,0,0,0,4,1,3,1,3,1,1,1,2,5,1,3,0,0,5,2,5,2,5,5,3,1,0,0
63_28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,5,0,0,0,0
63_31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,2,1,1,0,0,0,0,0,0,1,0,2,1,1,3,2,1,2,1,3,4,4,1,2,4,4,5,0,3,1,0,4,3,0
63_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64_0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
64_1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0
64_2,0,0,0,0,0,0,0,3,4,4,3,0,5,5,4,1,3,1,4,4,6,4,1,7,5,5,2,6,8,6,2,5,3,3,3,2,5,0,3,4,4,5,9,3,1,3,5,8,6,8,2,4,7,0,0
64_3,0,0,0,0,0,1,4,11,5,8,10,10,17,18,17,20,17,25,12,12,16,18,10,15,16,7,11,18,20,13,17,13,16,21,20,14,23,17,22,22,30,26,17,19,20,14,17,14,6,15,10,14,6,5,0
64_4,0,0,0,0,0,4,17,10,15,13,13,14,31,13,27,15,21,21,17,28,28,30,19,7,26,17,27,12,25,25,18,27,26,25,22,23,27,29,25,25,30,32,34,32,32,25,18,35,21,39,25,22,23,8,0
64_5,0,1,0,0,0,2,8,6,16,10,21,21,25,29,40,34,38,21,44,33,36,40,37,30,32,20,34,25,50,33,38,38,39,43,39,28,49,18,44,32,35,29,54,43,55,47,42,50,40,50,39,50,50,9,0
64_6,0,0,0,0,1,6,7,13,11,13,11,19,18,24,23,21,17,14,29,22,22,26,24,26,29,19,34,28,27,29,26,32,28,36,34,25,34,25,41,38,42,45,38,46,33,45,26,30,32,36,35,29,20,11,0
64_7,0,0,0,0,0,3,15,13,17,13,21,22,31,19,22,21,26,24,36,27,24,34,35,34,29,33,35,28,39,29,34,32,27,19,23,30,33,36,30,24,42,33,32,44,39,31,37,31,23,33,38,32,21,10,0
64_8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,1,3,0,1,0,0,0,1,2,1,0,0
64_10,0,0,0,0,0,1,1,1,2,0,6,0,4,4,5,4,4,7,4,7,4,2,8,6,2,2,2,6,9,4,5,5,2,9,3,7,3,1,5,3,2,4,2,4,4,6,3,5,1,8,5,4,1,0,0
64_11,0,0,0,0,0,2,1,2,3,5,2,5,3,5,7,7,7,3,7,3,7,9,12,4,8,4,4,6,7,1,8,3,3,7,4,5,4,3,4,6,5,1,4,6,3,3,4,6,3,4,11,4,3,2,0
64_12,0,0,0,0,0,1,2,3,1,6,1,6,2,6,5,3,10,4,6,6,4,3,4,8,5,5,9,4,8,9,5,4,9,5,3,8,5,5,5,3,12,7,6,7,4,6,6,4,4,5,3,4,6,1,0
64_13,0,0,0,0,0,1,3,9,4,2,8,3,7,10,5,6,8,6,10,13,7,4,11,11,5,7,11,7,10,12,8,5,5,8,4,4,6,1,7,2,3,4,10,4,3,0,1,5,5,4,3,7,5,0,0
64_14,0,0,0,0,0,0,6,2,7,3,4,7,10,8,2,8,5,3,9,4,6,10,4,5,10,3,11,8,18,9,9,14,8,10,7,3,9,7,7,7,6,7,9,8,8,5,7,7,3,5,9,7,6,1,0
64_15,0,0,1,0,0,3,6,3,8,6,8,8,16,8,14,6,10,8,13,14,12,15,9,10,12,9,13,9,10,9,10,9,7,16,8,4,15,11,8,9,11,12,11,12,9,6,11,8,7,10,3,14,11,7,0
64_16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
64_17,0,0,0,0,0,5,5,11,7,2,11,6,11,3,9,6,8,8,6,8,6,6,9,7,6,6,4,2,15,35,57,76,84,83,107,107,123,93,73,60,77,54,26,24,17,11,20,72,45,54,31,23,35,28,0
64_18,0,1,1,0,1,19,64,63,86,80,93,110,155,143,157,135,156,125,183,161,164,191,163,155,167,123,184,154,211,132,120,110,85,115,58,42,81,53,124,114,141,146,192,198,196,175,153,126,100,155,149,170,122,25,0
64_19,0,0,0,0,0,0,2,2,1,2,4,1,4,3,5,5,2,4,3,4,2,2,2,2,7,2,6,2,6,12,5,3,7,8,5,3,9,7,5,2,6,5,8,7,3,5,6,5,5,7,6,2,3,1,0
64_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64_23,0,0,0,0,0,6,6,6,4,0,3,7,2,2,2,0,2,2,0,2,0,4,0,3,6,8,4,9,19,7,9,14,11,14,6,4,4,14,6,5,13,14,7,20,31,72,64,125,96,128,150,186,156,54,0
64_24,0,0,0,0,0,6,37,44,55,57,69,83,118,110,122,118,138,102,148,135,140,145,132,129,129,97,148,114,168,131,129,129,118,139,108,111,145,104,148,123,154,151,166,152,155,98,102,67,44,74,32,8,2,0,0
64_25,0,1,1,0,1,11,19,22,23,23,27,20,38,32,40,21,19,26,33,32,26,41,30,23,34,23,34,29,38,29,39,42,37,49,37,33,54,30,39,43,45,33,38,45,20,20,13,11,9,13,3,1,1,0,0
64_26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64_27,0,0,0,0,0,1,5,4,9,4,7,4,8,4,4,5,3,3,5,2,3,6,7,5,6,1,4,4,7,0,4,0,3,1,9,3,8,4,2,3,5,3,4,2,5,0,0,0,0,0,0,0,0,0,0
64_28,0,0,0,0,0,0,4,0,2,0,1,2,4,1,2,2,4,2,5,2,3,1,3,1,4,1,3,1,0,8,1,2,6,2,7,2,2,1,7,2,4,2,5,3,4,1,0,0,0,0,0,0,0,0,0
64_29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,2,2,3,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
64_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,2,0,0,0,0,0,3,2,5,7,1,0,0,0,1,1,1,0,1,0,0
64_31,0,0,0,0,0,1,3,2,4,1,2,5,4,4,1,2,2,2,10,3,1,1,1,4,3,1,3,1,2,6,3,4,1,4,4,4,0,1,1,2,3,1,5,8,1,0,2,0,2,2,1,1,1,1,0
64_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65_0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,0,0,0,1,1,0,0
65_1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0
65_2,0,0,0,0,0,0,1,2,1,5,3,3,3,5,3,5,4,3,4,3,0,2,3,2,7,1,4,6,6,3,5,7,6,2,6,1,4,2,5,2,4,3,3,4,2,3,1,2,0,2,0,1,1,0,0
65_3,0,0,0,0,0,1,3,2,5,5,1,7,7,8,6,3,6,6,5,7,4,4,9,6,7,3,5,6,9,4,5,8,12,11,10,4,9,9,11,5,9,4,9,7,6,12,7,14,8,8,11,3,10,0,0
65_4,0,0,0,0,0,0,1,5,3,3,7,4,12,6,12,7,11,10,8,12,6,10,12,8,14,9,15,17,17,12,14,18,14,29,11,15,24,13,20,16,17,14,9,17,7,12,12,14,4,8,8,7,3,0,0
65_5,0,0,0,0,0,2,6,5,6,8,8,10,6,12,10,10,11,10,18,12,10,20,19,16,15,11,17,13,23,11,15,14,16,18,21,10,23,16,18,12,16,15,11,16,9,19,16,12,5,14,16,8,8,2,0
65_6,0,0,0,0,0,1,3,5,4,4,8,7,5,8,8,8,9,8,11,8,10,15,12,12,9,6,11,13,6,6,8,12,7,11,11,9,18,10,12,14,16,13,14,22,10,22,14,21,13,12,13,13,9,2,0
65_7,0,0,0,0,0,0,2,1,1,1,3,4,1,2,0,2,7,7,1,4,6,3,9,3,6,5,4,6,8,3,7,9,3,8,4,10,5,2,13,8,10,5,9,7,4,8,7,8,5,4,6,1,1,1,0
65_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,2,0,1,0,2,1,0,0,0,0,0,0,0,0
65_10,0,0,0,0,0,0,1,0,3,0,2,2,2,2,5,0,1,3,2,1,0,2,1,2,2,2,2,0,4,1,2,4,1,1,2,2,2,1,1,2,2,2,1,1,1,0,0,1,2,0,0,0,0,1,0
65_11,0,0,0,0,0,0,0,1,1,1,4,1,4,2,3,4,3,1,3,4,1,5,1,2,5,4,2,2,2,2,3,2,1,2,0,3,4,2,3,1,7,1,5,3,3,2,1,6,1,2,2,0,7,0,0
65_12,0,0,0,0,0,0,1,3,2,1,4,4,4,3,5,3,4,4,5,1,2,3,2,4,2,2,1,5,5,4,2,3,5,4,3,1,5,2,2,2,2,1,0,2,2,4,3,3,3,3,5,3,3,0,0
65_13,0,0,0,0,0,0,1,2,1,3,1,1,7,3,3,1,5,3,4,5,2,3,3,2,5,3,7,3,6,7,3,5,6,10,6,6,7,5,4,4,4,5,3,4,3,2,4,6,6,4,2,5,2,0,0
65_14,0,0,0,0,0,0,0,1,1,1,5,0,4,2,3,1,3,2,4,1,3,3,4,2,3,2,5,7,6,5,5,10,5,11,8,6,11,6,5,5,4,7,2,8,2,4,6,5,1,3,0,4,4,1,0
65_15,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,1,1,1,4,5,3,1,0,2,4,0,2,3,3,4,6,3,6,6,3,3,8,0,2,2,5,0,2,2,4,8,0,8,3,2,5,7,3,2,0
65_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65_17,0,0,0,0,0,4,19,27,29,33,46,42,55,53,62,42,60,58,67,62,44,69,71,59,74,44,73,77,90,61,69,91,80,110,80,66,113,65,94,71,95,72,67,94,50,97,72,98,49,57,64,53,50,9,0
65_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,1,2,1,4,2,2,3,2,0,2,2,2,1,0,2,2,1,2,1,1,1,1,2,1,2,1,1,1,3,3,0,1,0,0
65_19,0,0,0,0,0,0,0,0,0,2,1,2,3,1,1,1,6,1,2,1,1,1,3,1,2,2,0,2,5,2,3,3,3,3,6,2,6,3,1,3,3,0,1,0,2,0,1,1,1,2,3,0,1,0,0
65_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,17,21,25,14,28,9,0
65_24,0,0,0,0,0,4,13,20,24,23,33,35,45,43,48,31,51,48,58,45,42,53,61,43,61,41,61,65,76,54,65,82,70,105,71,62,108,63,77,62,84,62,55,79,43,89,66,89,31,39,41,36,21,0,0
65_25,0,0,0,0,0,0,6,6,4,11,12,6,8,9,14,11,6,7,11,14,5,17,12,13,17,6,13,11,16,8,9,11,11,7,15,7,13,6,19,11,15,7,10,12,8,8,8,9,3,2,4,3,2,0,0
65_26,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,4,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
65_27,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,1,5,3,1,2,1,1,3,4,1,1,0,1,2,0,0,1,2,1,0,1,0,0,0,1,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0
65_28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
65_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65_31,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,2,1,1,0,3,1,0,1,2,1,1,1,1,1,1,1,2,1,0,1,3,0,2,0,0
65_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
66_1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66_2,0,0,0,0,0,0,2,0,2,3,1,3,2,6,7,5,4,4,4,8,7,1,3,3,2,1,9,4,3,3,6,5,7,6,4,5,5,5,5,3,3,1,5,1,4,1,2,7,2,4,11,1,5,4,0
66_3,0,0,0,0,0,0,3,2,8,6,7,9,7,9,18,8,12,7,12,17,9,11,10,12,12,14,14,12,7,7,10,7,14,7,9,12,11,10,13,19,8,15,20,22,15,19,11,17,14,15,17,12,7,6,0
66_4,0,0,0,0,0,0,4,6,7,11,16,14,22,25,23,29,22,21,15,20,13,17,22,14,15,22,19,14,22,18,10,23,14,20,19,20,21,20,26,26,23,26,27,36,26,18,15,16,17,29,32,11,21,15,0
66_5,0,0,0,0,0,4,10,18,21,18,26,42,38,45,42,34,42,43,31,39,33,30,30,31,34,37,32,30,38,36,29,56,36,37,38,41,37,26,35,36,37,40,55,34,46,37,33,36,28,32,35,25,32,27,0
66_6,0,0,0,0,0,0,8,8,14,5,20,15,24,31,35,26,31,28,24,32,24,20,26,26,21,12,26,24,23,30,21,22,25,25,27,27,21,20,25,23,24,22,36,33,32,23,22,15,22,21,29,22,18,11,0
66_7,0,0,0,0,0,0,10,7,21,13,21,22,32,28,44,31,44,39,32,51,30,36,39,31,37,28,35,22,23,32,18,41,35,25,19,21,28,21,26,20,21,37,36,35,31,24,18,30,23,28,42,22,25,15,0
66_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66_10,0,0,0,0,0,2,0,2,4,2,6,2,4,6,7,2,5,6,2,4,2,1,5,4,1,2,4,2,2,2,1,3,1,0,0,1,0,3,0,3,6,3,2,3,4,4,3,1,1,2,5,2,3,2,0
66_11,0,0,0,0,0,0,4,2,5,0,4,6,6,4,4,1,2,9,1,7,2,3,5,6,5,2,9,2,9,4,5,4,2,6,3,2,7,4,1,6,5,4,7,3,2,6,5,7,5,5,4,4,4,5,0
66_12,0,0,0,0,0,0,1,0,2,2,3,2,3,9,12,6,5,2,8,12,2,5,2,6,7,2,6,5,6,4,4,2,2,4,2,1,3,3,6,4,10,7,14,6,11,10,7,5,4,3,6,1,3,0,0
66_13,0,0,0,0,0,0,2,4,2,3,5,7,6,3,3,6,8,4,2,5,6,6,8,8,5,8,7,4,5,3,2,6,6,4,7,7,6,7,7,11,9,8,0,6,6,5,5,6,4,10,9,7,11,14,0
66_14,0,0,0,0,0,1,4,3,5,4,8,9,7,9,8,10,7,5,8,13,14,11,9,12,11,9,23,3,9,9,8,10,8,9,9,10,5,3,9,7,7,11,9,9,4,8,7,11,6,2,4,6,8,4,0
66_15,0,0,0,0,0,0,4,1,8,4,10,7,13,13,11,10,16,8,11,10,3,10,9,10,12,4,8,8,8,10,6,9,6,5,9,11,7,6,11,10,12,10,12,6,12,19,10,10,8,10,12,11,5,4,0
66_16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,3,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,1,0,0,2,2,3,1,1,0,0
66_17,0,0,0,0,0,6,49,49,94,70,124,133,159,180,203,167,189,175,147,207,139,149,165,160,161,137,189,127,151,161,117,188,154,144,141,154,148,124,161,161,159,177,219,185,185,170,135,147,83,104,133,81,114,65,0
