P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7]
61_13,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,4,6,8,2,1,3,3,6,4,1,5,4,4,2,10,7,0,3,1,3,2,0,1,0,0,1,0,1,2,0,0,0,0,2,1,4,1,2,0
61_14,0,0,0,0,1,0,1,1,3,2,3,4,2,3,4,3,3,11,5,5,5,6,1,3,4,0,2,3,2,1,3,2,2,1,1,2,7,2,0,4,4,1,4,6,9,4,2,9,4,3,2,5,3,1,0
61_15,0,0,0,0,0,0,7,10,4,1,8,4,8,4,2,4,5,16,17,17,7,18,4,6,6,3,1,2,3,5,8,8,10,9,6,3,7,2,13,14,6,7,7,4,17,10,6,9,2,2,12,8,3,5,0
61_16,1,0,1,0,0,0,3,5,6,0,12,6,15,18,10,8,8,120,66,70,53,53,14,43,32,16,42,48,25,37,60,71,43,59,38,43,53,20,77,57,66,55,72,52,74,63,47,45,39,41,55,55,34,30,0
61_17,0,1,0,1,3,4,17,12,31,21,37,23,20,22,30,30,41,38,35,34,32,38,27,17,29,17,20,27,43,32,50,26,27,31,28,14,16,6,17,19,9,16,17,22,24,10,5,10,10,12,9,14,5,4,0
61_18,1,0,0,0,1,2,20,17,15,5,6,6,4,1,1,4,0,24,4,17,4,18,18,8,14,4,6,5,9,14,10,12,17,3,3,7,10,3,9,4,3,13,5,5,9,3,2,5,3,6,3,9,5,0,0
61_19,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,0,1,3,2,0,2,0,1,0,0,0,2,0,2,0,1,3,1,0,0,0,0,1,2,2,0,2,0,0
61_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_23,2,0,1,0,1,1,17,9,23,11,27,9,23,21,18,24,28,167,89,98,73,79,45,56,44,22,46,64,65,74,100,94,72,81,59,54,70,24,83,65,69,74,82,72,93,63,46,46,39,50,60,71,44,32,0
61_24,0,0,0,1,2,0,9,10,17,8,19,15,3,10,12,10,10,3,5,11,4,11,3,4,13,7,8,9,8,7,9,5,5,6,3,1,2,0,2,3,1,1,3,0,2,2,1,2,1,3,0,0,1,0,0
61_25,0,1,0,0,1,5,12,12,14,7,10,11,13,11,10,5,10,11,10,12,11,18,11,8,17,9,12,5,5,4,11,11,10,7,7,8,7,6,18,13,5,10,11,8,12,11,7,8,9,5,9,7,1,2,0
61_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
61_27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
61_28,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0
61_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_31,0,0,0,0,2,0,0,0,0,2,2,0,0,3,0,2,0,6,7,3,3,1,0,1,1,0,1,1,0,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
61_32,4,1,7,3,4,3,8,7,4,3,5,3,0,4,7,3,2,5,3,3,4,3,8,2,2,4,5,3,7,6,5,1,2,4,4,2,2,1,2,4,4,1,5,5,2,3,6,2,5,6,4,2,6,4,5,12,6,8,4,8
62_0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62_1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62_2,0,0,0,0,0,0,0,8,1,2,1,1,0,4,0,3,8,3,1,4,1,1,4,6,1,3,5,2,1,9,3,3,2,5,3,2,3,0,5,2,4,3,6,6,4,3,8,6,5,3,4,3,4,2,0
62_3,0,0,0,0,0,1,0,13,2,8,7,3,0,3,9,5,4,5,8,8,7,9,4,9,12,5,11,2,6,4,8,11,8,5,4,4,6,5,8,3,6,1,8,7,4,8,4,5,7,4,6,9,6,1,0
62_4,0,0,0,0,0,0,1,19,3,5,5,1,1,2,3,6,2,11,7,7,5,3,3,3,7,1,4,6,9,5,7,11,4,4,3,1,2,1,3,1,6,7,5,6,3,2,4,8,2,6,9,4,6,5,0
62_5,0,0,0,0,0,1,5,6,4,4,9,2,5,6,4,8,11,8,8,10,2,11,4,1,16,3,9,2,7,1,3,12,1,0,3,2,6,2,6,4,4,6,9,5,4,8,5,5,4,8,7,6,12,1,0
62_6,0,0,0,0,0,0,1,4,4,4,4,2,1,3,3,1,4,9,5,6,7,4,4,10,15,1,7,2,2,3,3,6,2,0,0,1,5,1,4,0,9,8,9,8,4,5,4,10,11,7,5,3,7,1,0
62_7,0,0,0,0,0,0,0,2,3,2,3,0,0,0,3,4,3,3,3,3,9,6,3,3,8,1,6,4,3,3,2,5,4,11,1,5,1,3,2,1,7,9,7,4,2,8,3,7,3,5,7,5,3,6,0
62_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
62_9,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
62_10,0,0,0,0,0,0,2,1,0,1,1,2,2,1,3,1,0,3,7,2,7,2,4,5,1,1,1,2,4,1,0,5,1,1,0,0,3,4,2,3,4,2,1,1,2,6,1,5,2,2,4,3,3,0,0
62_11,0,0,0,0,0,0,1,1,2,1,1,1,2,2,4,5,10,2,4,2,6,6,6,5,8,5,6,3,2,8,5,1,4,5,1,1,2,0,1,2,8,2,3,2,5,4,1,7,6,5,3,8,0,3,0
62_12,0,0,0,0,0,0,2,1,1,3,4,3,1,2,0,1,2,1,2,9,2,1,1,1,11,5,1,2,4,1,3,2,2,4,3,2,2,3,2,1,9,4,5,1,5,3,5,6,2,4,4,0,3,3,0
62_13,0,0,0,0,0,0,1,1,4,7,2,0,2,0,4,3,2,2,1,3,1,2,2,2,5,0,1,1,1,1,2,3,3,0,0,0,3,0,3,0,1,1,1,2,0,1,0,0,2,0,1,1,1,0,0
62_14,0,0,0,0,0,1,1,2,2,4,4,1,2,2,3,1,5,2,3,5,4,1,1,0,12,0,3,0,0,1,1,1,1,0,1,1,2,2,0,2,6,3,3,3,1,1,1,1,2,1,4,1,2,0,0
62_15,0,0,0,0,0,0,1,0,0,3,0,2,2,0,2,2,3,1,1,4,5,2,2,1,3,2,2,3,1,5,1,0,0,0,1,1,2,3,1,0,5,1,2,1,0,6,3,2,1,2,1,3,3,0,0
62_16,0,0,0,0,0,1,2,6,8,6,7,4,8,9,11,14,13,21,5,8,6,12,7,19,7,4,6,7,5,4,8,10,4,2,2,3,15,9,10,4,11,11,12,15,4,23,7,16,5,8,16,10,9,1,0
62_17,0,0,0,0,0,1,10,5,9,27,26,9,2,9,13,16,19,11,17,21,25,30,10,18,17,17,29,14,22,27,21,10,9,18,8,11,8,13,7,5,20,17,24,18,12,19,22,19,15,20,21,21,27,18,0
62_18,0,0,0,0,0,1,6,47,11,17,13,4,8,7,13,10,23,18,28,36,24,6,22,8,75,4,21,8,9,12,9,34,19,15,9,7,14,3,18,7,38,17,21,13,14,10,8,26,25,17,15,12,12,2,0
62_19,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,4,4,0,0,4,0,0,6,1,0,4,0,0,1,4,3,1,3,3,1,5,3,2,3,3,3,3,3,2,1,0
62_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62_23,0,0,0,0,0,2,10,52,17,34,28,10,6,12,24,24,33,31,37,40,41,39,30,33,20,20,32,17,23,26,30,41,12,24,6,9,15,17,16,2,26,13,25,27,9,31,14,31,27,27,33,25,32,10,0
62_24,0,0,0,0,0,1,8,6,10,7,9,6,10,8,8,6,12,15,7,22,7,6,6,7,49,2,15,8,8,11,7,12,14,3,7,7,13,2,7,9,18,12,14,8,12,12,13,13,10,10,5,11,6,7,0
62_25,0,0,0,0,0,0,1,1,1,9,9,2,2,4,6,10,11,4,3,4,8,2,3,6,34,6,9,4,9,3,1,7,7,8,8,5,9,7,16,8,26,22,19,12,14,10,12,19,9,11,11,8,7,5,0
62_26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,2,0,3,1,4,0,0
62_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62_29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
62_31,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,2,1,0
62_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1

