P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7]
164_28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
164_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
164_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164_31,0,0,0,0,0,0,1,1,0,0,3,1,2,1,1,2,1,4,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0
164_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_2,0,0,0,0,0,0,1,1,0,1,0,2,0,3,0,2,3,1,6,2,0,2,2,0,1,0,0,0,0,0,0,1,0,0,2,0,3,1,1,3,4,1,3,3,1,2,1,0,2,2,4,1,2,1,0
165_3,0,0,0,0,0,0,1,1,1,3,3,2,1,5,0,6,3,0,9,5,5,5,5,8,7,5,6,7,9,10,6,6,5,12,6,5,5,3,6,7,7,5,7,3,5,10,5,4,3,3,3,4,6,4,0
165_4,0,0,0,0,0,0,2,1,1,4,2,4,5,2,9,4,7,6,9,4,6,2,3,2,2,3,1,5,6,6,4,7,6,12,8,4,8,12,6,6,4,4,3,4,3,4,7,3,7,3,4,5,6,3,0
165_5,0,0,0,0,0,0,5,9,2,2,7,2,7,7,6,7,3,11,17,18,15,10,16,12,19,12,7,13,7,9,7,12,10,15,13,11,17,11,19,17,13,17,12,15,14,16,13,14,4,11,9,10,7,3,0
165_6,0,0,0,0,0,0,2,3,3,1,1,2,3,2,10,7,4,5,11,7,8,6,5,14,3,10,6,9,15,14,7,8,7,14,12,11,8,9,14,9,13,14,15,11,12,18,11,12,12,18,11,14,11,11,0
165_7,0,0,0,0,0,0,2,4,2,5,4,6,4,3,4,5,3,8,5,9,10,12,11,8,8,14,16,12,11,7,8,10,7,12,11,8,9,14,7,5,8,8,9,6,6,6,13,9,9,11,10,12,14,9,0
165_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0
165_10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,3,3,2,1,4,2,0,1,0,1,0,1,0,0,0,1,2,1,0,1,3,1,1,1,0,3,1,1,0,0,3,0,0,0,0,0
165_11,0,0,0,0,0,0,0,2,2,1,1,0,2,1,2,0,3,2,6,0,2,2,2,2,0,4,2,2,1,6,2,1,4,3,2,2,2,5,4,2,3,2,3,2,3,2,3,2,2,3,3,2,2,0,0
165_12,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,1,0,0,0,1,2,1,2,4,2,1,2,4,2,2,0,0,2,0,0,2,1,2,2,1,2,3,2,2,1,2,2,1,2,2,1,2,2,0
165_13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,2,4,2,2,3,1,4,2,2,3,3,2,2,2,3,5,4,0,3,3,3,0,0,0,0,1,1,2,0,1,1,1,2,1,0
165_14,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2,2,2,2,2,1,2,2,2,0,2,1,2,3,4,3,4,2,6,4,5,3,2,2,3,2,0,2,4,2,2,3,3,3,3,3,3,5,0
165_15,0,0,0,0,0,0,1,1,2,0,1,1,2,1,2,0,4,3,3,6,3,5,4,2,6,7,3,5,0,3,4,1,1,4,3,3,3,0,2,5,3,5,5,5,8,8,5,4,4,10,6,2,1,5,0
165_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
165_17,0,0,0,0,0,0,0,0,0,1,4,8,22,23,36,34,35,40,65,57,55,53,52,54,54,57,47,58,55,61,45,49,46,72,66,55,65,56,63,62,63,60,60,52,61,69,64,56,49,68,55,55,55,43,0
165_18,0,0,0,0,0,0,15,23,13,19,17,11,2,2,0,2,0,0,5,0,2,1,2,3,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0,2,0,0,1,0,0
165_19,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,3,2,4,2,0,4,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
165_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,2,0,1,1,1,1,0,1,1,0,0,0,0,2,7,7,2,7,3,0
165_24,0,0,0,0,0,0,11,13,10,14,13,14,12,18,24,25,24,32,53,42,41,41,40,46,43,46,37,48,43,49,44,38,40,62,54,36,55,41,44,46,42,48,48,38,45,56,51,45,41,54,40,47,40,33,0
165_25,0,0,0,0,0,0,4,5,2,4,3,4,6,5,9,9,9,8,14,10,14,11,10,11,11,11,9,10,12,12,4,8,5,14,9,12,12,12,22,13,19,12,13,13,13,12,11,5,7,7,8,6,7,6,0
165_26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
165_27,0,0,0,0,0,0,1,4,1,2,3,1,6,2,1,1,1,0,2,4,1,2,1,0,2,1,2,0,1,0,0,2,1,2,1,3,1,2,0,2,0,0,0,0,2,2,1,3,0,2,0,0,1,1,0
165_28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,2,0,1,1,1,0,1,3,0,2,0,0,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0
165_29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165_31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
165_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
166_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
166_2,0,0,0,0,0,0,0,1,0,2,1,2,3,1,0,4,3,5,2,2,7,4,6,2,1,4,3,0,3,3,2,1,1,2,4,2,2,0,1,0,1,1,1,4,1,2,1,4,4,0,3,4,2,2,0
166_3,0,0,0,0,0,0,2,0,2,2,1,8,5,11,5,5,9,5,8,5,3,6,5,2,1,1,6,2,3,3,5,6,9,2,6,3,7,5,7,3,7,4,6,9,6,7,5,6,10,6,5,3,7,6,0
166_4,0,0,0,0,0,0,1,2,3,3,4,4,5,4,5,4,9,8,6,13,7,11,12,8,10,8,12,13,14,7,15,13,10,19,11,7,11,10,8,9,7,6,5,8,9,8,2,10,8,11,7,4,5,8,0
166_5,0,0,0,0,0,1,3,7,6,3,11,11,10,19,9,6,13,17,9,17,10,11,13,8,11,9,8,6,5,13,9,11,11,14,12,10,10,12,10,8,12,6,12,13,14,12,12,6,12,10,10,14,10,6,0
166_6,0,0,0,0,0,1,3,3,6,5,5,6,6,11,13,3,9,9,11,6,16,6,6,7,6,8,10,8,9,7,11,11,13,18,8,7,17,8,15,8,7,7,9,11,8,9,11,9,14,9,9,9,10,11,0
166_7,0,0,0,0,0,0,4,5,3,5,3,5,7,4,7,5,3,4,3,5,5,4,7,9,6,6,6,7,10,6,8,6,2,5,6,3,4,4,4,4,5,4,4,8,5,3,4,6,5,6,6,5,7,3,0
166_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_10,0,0,0,0,0,0,1,0,1,2,0,2,2,1,2,3,3,1,2,3,1,1,5,2,1,1,2,0,3,1,1,0,4,4,0,3,1,2,3,3,3,3,1,2,2,2,1,0,0,0,0,0,0,1,0
166_11,0,0,0,0,0,1,0,1,3,0,2,2,2,1,0,4,3,3,6,4,7,5,5,4,3,1,2,2,3,0,1,4,3,4,7,2,9,2,6,4,6,4,3,3,3,2,0,0,3,1,1,2,1,0,0
166_12,0,0,0,0,0,0,2,0,0,1,1,2,1,2,0,2,3,5,3,2,2,0,2,6,4,0,1,1,1,0,4,1,3,4,4,4,6,3,6,4,6,4,5,2,2,4,5,1,3,3,3,2,1,2,0
166_13,0,0,0,0,0,0,2,0,2,0,4,1,3,2,2,1,1,4,4,2,0,2,0,2,1,2,2,0,4,1,4,2,1,6,4,0,1,0,1,0,2,0,2,2,0,2,3,2,1,2,0,2,2,3,0
166_14,0,0,0,0,0,0,1,0,1,3,4,2,4,5,4,4,5,2,1,3,3,1,2,0,1,0,1,2,2,3,0,3,1,3,4,0,3,4,2,5,4,3,1,5,4,3,2,6,0,2,3,4,1,0,0
166_15,0,0,0,0,0,1,2,2,3,3,3,4,3,3,2,3,6,2,1,3,1,2,2,1,5,2,2,2,1,3,5,1,2,6,3,2,4,1,1,4,4,2,3,3,2,2,2,4,0,3,0,1,2,1,0
166_16,0,0,0,0,0,3,2,8,10,21,23,37,28,30,30,19,14,8,4,1,1,0,0,0,0,0,0,0,0,2,0,0,1,4,0,2,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
166_17,0,0,0,0,0,0,1,0,1,0,0,0,2,1,4,13,3,10,4,7,14,12,6,5,2,7,5,1,5,4,1,2,2,2,0,1,3,1,3,4,1,0,13,16,12,10,2,5,17,21,0,8,2,1,0
166_18,0,0,0,0,0,1,17,13,19,7,15,11,20,31,15,11,49,45,47,54,44,39,55,44,46,33,47,41,54,38,61,55,55,78,68,38,70,47,58,46,61,45,39,54,44,44,47,48,40,31,44,38,43,42,0
166_19,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,2,2,2,3,3,2,5,2,2,2,3,2,3,3,4,4,2,7,3,3,2,3,1,1,1,0,0,1,0,2,0,3,3,1,3,3,3,1,0
166_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_23,0,0,0,0,0,0,5,1,1,3,2,4,5,5,10,6,7,10,9,10,11,2,7,7,5,3,6,6,15,10,9,16,7,4,8,3,8,3,5,2,7,4,12,18,5,13,8,12,24,23,3,3,12,9,0
166_24,0,0,0,0,0,3,9,14,26,20,29,33,40,50,35,33,54,49,38,49,38,45,48,37,35,29,37,31,38,32,47,40,46,75,49,34,47,42,44,43,43,30,23,38,42,38,34,30,29,27,36,38,36,29,0
166_25,0,0,0,0,0,1,5,2,1,3,5,10,5,6,3,3,7,4,9,5,12,4,10,7,8,8,11,5,6,3,7,4,6,12,13,6,19,6,14,6,14,11,17,13,9,4,8,14,7,3,8,9,0,6,0
166_26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,2,1,0,0,1,1,0,2,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_27,0,0,0,0,0,0,2,4,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166_28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
166_29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,2,2,2,4,2,0,1,2,0,1,0,1,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167_0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167_1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167_2,0,0,0,0,0,0,2,2,5,1,7,2,1,4,4,4,0,3,0,1,4,2,4,2,3,1,3,5,3,2,4,1,0,4,5,4,3,3,0,1,1,3,5,5,1,9,4,3,3,4,2,2,5,1,0
167_3,0,0,0,0,0,0,0,4,2,9,4,15,2,3,7,5,4,9,5,3,2,6,3,8,2,5,5,4,5,2,4,8,5,6,6,10,8,3,7,10,7,6,5,3,10,5,5,4,5,8,6,2,7,3,0
167_4,0,0,0,0,0,0,1,2,6,7,4,8,3,3,4,0,3,5,3,4,5,6,2,0,8,4,9,6,5,5,8,6,3,5,8,7,5,4,3,2,5,7,5,3,7,12,8,4,5,7,7,4,10,6,0
167_5,0,0,0,0,0,0,8,6,9,7,5,6,5,5,10,7,10,8,3,4,8,7,17,7,7,3,10,3,12,6,10,8,7,8,9,6,10,5,6,7,7,7,6,6,10,9,8,4,5,5,6,3,8,5,0
167_6,0,0,0,0,0,0,2,8,6,7,3,14,4,4,7,6,7,7,4,6,5,5,5,4,12,6,8,9,6,8,4,10,4,7,7,5,2,5,3,3,6,8,6,4,5,6,5,9,8,4,8,3,7,6,0
167_7,0,0,0,0,0,0,1,6,2,6,3,4,1,2,5,5,3,4,4,1,2,1,2,3,4,1,3,2,8,0,3,8,3,3,1,0,3,0,4,1,4,4,1,4,6,5,9,3,7,7,1,1,3,6,0
167_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167_9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167_10,0,0,0,0,0,0,3,3,3,4,0,3,0,3,1,0,1,2,5,4,3,2,6,1,1,0,6,1,6,0,1,4,1,2,5,3,1,2,5,0,1,0,2,4,3,1,1,0,3,0,2,1,1,0,0
167_11,0,0,0,0,0,0,0,0,2,10,7,9,1,0,4,4,4,3,2,1,0,4,5,2,3,1,3,1,1,3,5,4,4,5,2,1,4,2,2,3,1,7,2,1,2,4,4,2,9,5,1,4,1,1,0
167_12,0,0,0,0,0,0,1,2,1,1,2,2,2,3,0,4,3,1,0,1,4,3,2,1,2,0,2,2,3,3,2,7,0,3,3,2,1,0,3,2,1,2,4,2,4,3,0,2,1,1,1,1,1,4,0
167_13,0,0,0,0,0,0,2,0,3,4,2,0,2,3,1,1,2,4,2,3,0,1,3,1,0,2,4,2,1,2,2,2,2,0,4,3,3,0,3,3,1,4,4,1,2,2,0,2,2,0,3,0,0,0,0
167_14,0,0,0,0,0,0,2,0,2,3,1,2,3,0,0,1,0,3,2,2,4,4,6,2,4,2,5,2,1,2,2,3,1,2,1,2,1,1,2,5,1,4,1,0,2,0,1,3,1,3,0,0,3,0,0
167_15,0,0,0,0,0,0,4,1,1,1,2,0,2,1,3,4,2,2,1,2,1,2,3,0,3,4,0,3,2,1,1,3,4,3,3,3,3,0,1,0,3,1,4,2,2,0,5,4,4,1,3,0,5,2,0
167_16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,1,2,1,1,1,2,1,3,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,5,0,0,0,0,0,1,0
167_17,0,0,0,0,0,0,1,5,5,2,6,1,1,2,5,5,1,7,4,4,2,3,2,2,8,7,2,6,9,3,8,11,5,5,2,2,5,0,3,0,2,4,1,4,3,3,9,3,11,4,3,0,6,4,0
