;Name;Status;2016-1;2016-2;2016-3;2016-4;2016-5;2016-6;2016-7;2016-8;2016-9;2016-10;2016-11;2016-12;2017-1;2017-2;2017-3;2017-4;2017-5;2017-6;2017-7;2017-8;2017-9;2017-10;2017-11;2017-12;2018-1;2018-2;2018-3;2018-4;2018-5;2018-6;2018-7;2018-8;2018-9;2018-10;2018-11;2018-12;2019-1;2019-2;2019-3;2019-4;2019-5;2019-6;2019-7;2019-8;2019-9;2019-10;2019-11;2019-12;2020-1;2020-2;2020-3;2020-4;2020-5;2020-6;2020-7
Thanh Hóa;Thiệu Hóa;District;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;158616.26084;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;159318.39456;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160023.63636;160732;160732;160732;160732;160732;160732;160732;160732;160732;160732;160732;160732;161440.36364;161440.36364;161440.36364;161440.36364;161440.36364;161440.36364;161440.36364
Thanh Hóa;Thọ Xuân;District;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;200631.40284;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;199074.89093;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;197530.45455;195998;195998;195998;195998;195998;195998;195998;195998;195998;195998;195998;195998;194465.54545;194465.54545;194465.54545;194465.54545;194465.54545;194465.54545;194465.54545
Thanh Hóa;Thường Xuân;District;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;87528.06983;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88059.15101;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;88593.45455;89131;89131;89131;89131;89131;89131;89131;89131;89131;89131;89131;89131;89668.54545;89668.54545;89668.54545;89668.54545;89668.54545;89668.54545;89668.54545
Thanh Hóa;Tĩnh Gia;District;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;241305.425;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;244532.27341;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;247802.27273;251116;251116;251116;251116;251116;251116;251116;251116;251116;251116;251116;251116;254429.72727;254429.72727;254429.72727;254429.72727;254429.72727;254429.72727;254429.72727
Thanh Hóa;Triệu Sơn;District;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;200531.6922;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201147.89934;201766;201766;201766;201766;201766;201766;201766;201766;201766;201766;201766;201766;202386;202386;202386;202386;202386;202386;202386;202386;202386;202386;202386;202386;203006;203006;203006;203006;203006;203006;203006
Thanh Hóa;Vĩnh Lộc;District;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;84732.17968;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85272.00659;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;85815.27273;86362;86362;86362;86362;86362;86362;86362;86362;86362;86362;86362;86362;86908.72727;86908.72727;86908.72727;86908.72727;86908.72727;86908.72727;86908.72727
Thanh Hóa;Yên Định;District;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;162802.25259;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;163805.30901;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;164814.54545;165830;165830;165830;165830;165830;165830;165830;165830;165830;165830;165830;165830;166845.45455;166845.45455;166845.45455;166845.45455;166845.45455;166845.45455;166845.45455
TP. Hồ Chí Minh;TP. Hồ Chí Minh;Municipality;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8503109.60035;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8663393.39643;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8826698.54545;8993082;8993082;8993082;8993082;8993082;8993082;8993082;8993082;8993082;8993082;8993082;8993082;9159465.45455;9159465.45455;9159465.45455;9159465.45455;9159465.45455;9159465.45455;9159465.45455
TP. Hồ Chí Minh;Bình Chánh;District;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;630499.27584;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;654571.42476;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;679562.63636;705508;705508;705508;705508;705508;705508;705508;705508;705508;705508;705508;705508;731453.36364;731453.36364;731453.36364;731453.36364;731453.36364;731453.36364;731453.36364
TP. Hồ Chí Minh;Bình Tân;Urban District;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;727753.54326;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;746093.9426;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;764896.54545;784173;784173;784173;784173;784173;784173;784173;784173;784173;784173;784173;784173;803449.45455;803449.45455;803449.45455;803449.45455;803449.45455;803449.45455;803449.45455
TP. Hồ Chí Minh;Bình Thạnh;Urban District;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;487850.0277;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;491592.5675;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;495363.81818;499164;499164;499164;499164;499164;499164;499164;499164;499164;499164;499164;499164;502964.18182;502964.18182;502964.18182;502964.18182;502964.18182;502964.18182;502964.18182
TP. Hồ Chí Minh;Cần Giờ;District;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;70797.57775;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71039.55716;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71282.36364;71526;71526;71526;71526;71526;71526;71526;71526;71526;71526;71526;71526;71769.63636;71769.63636;71769.63636;71769.63636;71769.63636;71769.63636;71769.63636
TP. Hồ Chí Minh;Củ Chi;District;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;430374.4937;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;440683.10572;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;451238.63636;462047;462047;462047;462047;462047;462047;462047;462047;462047;462047;462047;462047;472855.36364;472855.36364;472855.36364;472855.36364;472855.36364;472855.36364;472855.36364
TP. Hồ Chí Minh;Gò Vấp;Urban District;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;635707.0135;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;649151.34222;662880;662880;662880;662880;662880;662880;662880;662880;662880;662880;662880;662880;676899;676899;676899;676899;676899;676899;676899;676899;676899;676899;676899;676899;690918;690918;690918;690918;690918;690918;690918
TP. Hồ Chí Minh;Hóc Môn;District;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;491245.97752;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;507688.49639;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;524681.36364;542243;542243;542243;542243;542243;542243;542243;542243;542243;542243;542243;542243;559804.63636;559804.63636;559804.63636;559804.63636;559804.63636;559804.63636;559804.63636
TP. Hồ Chí Minh;Nhà Bè;District;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;179312.60373;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;188054.30847;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;197222.18182;206837;206837;206837;206837;206837;206837;206837;206837;206837;206837;206837;206837;216451.81818;216451.81818;216451.81818;216451.81818;216451.81818;216451.81818;216451.81818
TP. Hồ Chí Minh;Phú Nhuận;Urban District;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;166861.75851;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;165889.18122;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;164922.27273;163961;163961;163961;163961;163961;163961;163961;163961;163961;163961;163961;163961;162999.72727;162999.72727;162999.72727;162999.72727;162999.72727;162999.72727;162999.72727
TP. Hồ Chí Minh;Quận 1;Urban District;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;153127.27146;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;149543.28453;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;146043.18182;142625;142625;142625;142625;142625;142625;142625;142625;142625;142625;142625;142625;139206.81818;139206.81818;139206.81818;139206.81818;139206.81818;139206.81818;139206.81818
TP. Hồ Chí Minh;Quận 2;Urban District;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;171480.64768;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;174363.36623;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;177294.54545;180275;180275;180275;180275;180275;180275;180275;180275;180275;180275;180275;180275;183255.45455;183255.45455;183255.45455;183255.45455;183255.45455;183255.45455;183255.45455
TP. Hồ Chí Minh;Quận 3;Urban District;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190423.54958;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190407.36501;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190391.18182;190375;190375;190375;190375;190375;190375;190375;190375;190375;190375;190375;190375;190358.81818;190358.81818;190358.81818;190358.81818;190358.81818;190358.81818;190358.81818
TP. Hồ Chí Minh;Quận 4;Urban District;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176874.70201;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;176357.95981;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175842.72727;175329;175329;175329;175329;175329;175329;175329;175329;175329;175329;175329;175329;174815.27273;174815.27273;174815.27273;174815.27273;174815.27273;174815.27273;174815.27273
TP. Hồ Chí Minh;Quận 5;Urban District;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;162473.03142;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;161331.68867;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;160198.36364;159073;159073;159073;159073;159073;159073;159073;159073;159073;159073;159073;159073;157947.63636;157947.63636;157947.63636;157947.63636;157947.63636;157947.63636;157947.63636
TP. Hồ Chí Minh;Quận 6;Urban District;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;237887.81063;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;236436.70676;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;234994.45455;233561;233561;233561;233561;233561;233561;233561;233561;233561;233561;233561;233561;232127.54545;232127.54545;232127.54545;232127.54545;232127.54545;232127.54545;232127.54545
TP. Hồ Chí Minh;Quận 7;Urban District;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;329467.01505;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;339394.22139;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;349620.54545;360155;360155;360155;360155;360155;360155;360155;360155;360155;360155;360155;360155;370689.45455;370689.45455;370689.45455;370689.45455;370689.45455;370689.45455;370689.45455
TP. Hồ Chí Minh;Quận 8;Urban District;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;420346.73383;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;421781.91685;423222;423222;423222;423222;423222;423222;423222;423222;423222;423222;423222;423222;424667;424667;424667;424667;424667;424667;424667;424667;424667;424667;424667;424667;426112;426112;426112;426112;426112;426112;426112
TP. Hồ Chí Minh;Quận 9;Urban District;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;359843.7881;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;371827.66279;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;384210.63636;397006;397006;397006;397006;397006;397006;397006;397006;397006;397006;397006;397006;409801.36364;409801.36364;409801.36364;409801.36364;409801.36364;409801.36364;409801.36364
TP. Hồ Chí Minh;Quận 10;Urban District;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;233600.93042;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234006.24994;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234412.27273;234819;234819;234819;234819;234819;234819;234819;234819;234819;234819;234819;234819;235225.72727;235225.72727;235225.72727;235225.72727;235225.72727;235225.72727;235225.72727
TP. Hồ Chí Minh;Quận 11;Urban District;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;214533.99165;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;212966.90874;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;211411.27273;209867;209867;209867;209867;209867;209867;209867;209867;209867;209867;209867;209867;208322.72727;208322.72727;208322.72727;208322.72727;208322.72727;208322.72727;208322.72727
TP. Hồ Chí Minh;Quận 12;Urban District;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;563393.03713;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;581708.79825;600620;600620;600620;600620;600620;600620;600620;600620;600620;600620;600620;600620;620146;620146;620146;620146;620146;620146;620146;620146;620146;620146;620146;620146;639672;639672;639672;639672;639672;639672;639672
TP. Hồ Chí Minh;Tân Bình;Urban District;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;460465.47214;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;465192.29311;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;469967.63636;474792;474792;474792;474792;474792;474792;474792;474792;474792;474792;474792;474792;479616.36364;479616.36364;479616.36364;479616.36364;479616.36364;479616.36364;479616.36364
TP. Hồ Chí Minh;Tân Phú;Urban District;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;461940.3607;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;469614.70506;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;477416.54545;485348;485348;485348;485348;485348;485348;485348;485348;485348;485348;485348;485348;493279.45455;493279.45455;493279.45455;493279.45455;493279.45455;493279.45455;493279.45455
TP. Hồ Chí Minh;Thủ Đức;Urban District;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;552578.42291;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;565636.60202;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;579003.36364;592686;592686;592686;592686;592686;592686;592686;592686;592686;592686;592686;592686;606368.63636;606368.63636;606368.63636;606368.63636;606368.63636;606368.63636;606368.63636
Thừa Thiên Huế;Thừa Thiên Huế;Province;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1117420.88427;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1121141.52063;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1124874.54545;1128620;1128620;1128620;1128620;1128620;1128620;1128620;1128620;1128620;1128620;1128620;1128620;1132365.45455;1132365.45455;1132365.45455;1132365.45455;1132365.45455;1132365.45455;1132365.45455
Thừa Thiên Huế;A Lưới;District;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;47560.7646;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48171.95518;48791;48791;48791;48791;48791;48791;48791;48791;48791;48791;48791;48791;49418;49418;49418;49418;49418;49418;49418;49418;49418;49418;49418;49418;50045;50045;50045;50045;50045;50045;50045
Thừa Thiên Huế;Huế;District-level City;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;347142.58565;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;348574.47606;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;350012.27273;351456;351456;351456;351456;351456;351456;351456;351456;351456;351456;351456;351456;352899.72727;352899.72727;352899.72727;352899.72727;352899.72727;352899.72727;352899.72727
Thừa Thiên Huế;Hương Thủy;District-level Town;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;109166.9271;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;110743.08522;112342;112342;112342;112342;112342;112342;112342;112342;112342;112342;112342;112342;113964;113964;113964;113964;113964;113964;113964;113964;113964;113964;113964;113964;115586;115586;115586;115586;115586;115586;115586
Thừa Thiên Huế;Hương Trà;District-level Town;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115073.00065;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115078.00022;115083;115083;115083;115083;115083;115083;115083;115083;115083;115083;115083;115083;115088;115088;115088;115088;115088;115088;115088;115088;115088;115088;115088;115088;115093;115093;115093;115093;115093;115093;115093
Thừa Thiên Huế;Nam Đông;District;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23830.15208;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;23985.74987;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24142.36364;24300;24300;24300;24300;24300;24300;24300;24300;24300;24300;24300;24300;24457.63636;24457.63636;24457.63636;24457.63636;24457.63636;24457.63636;24457.63636
